Branch id: 237, fromBus id: 77, toBus id: 69, flow2capratio: 0.20519425279394027
Branch id: 199, fromBus id: 66, toBus id: 62, flow2capratio: 0.03316120611114362
Branch id: 35, fromBus id: 15, toBus id: 13, flow2capratio: 0.03282029039942457
Branch id: 344, fromBus id: 108, toBus id: 109, flow2capratio: 0.03262339927898418
Branch id: 17, fromBus id: 10, toBus id: 9, flow2capratio: 0.031896627074983905
Branch id: 212, fromBus id: 68, toBus id: 69, flow2capratio: 0.031420926385783934
Branch id: 288, fromBus id: 92, toBus id: 94, flow2capratio: 0.03124702535729079
Branch id: 62, fromBus id: 26, toBus id: 25, flow2capratio: 0.031124817124285387
Branch id: 109, fromBus id: 40, toBus id: 39, flow2capratio: 0.031104130638291302
Branch id: 364, fromBus id: 68, toBus id: 116, flow2capratio: 0.030802749551492595
Branch id: 317, fromBus id: 100, toBus id: 99, flow2capratio: 0.03077585856822914
Branch id: 174, fromBus id: 59, toBus id: 60, flow2capratio: 0.030342528209477
Branch id: 201, fromBus id: 67, toBus id: 62, flow2capratio: 0.030158306548560512
Branch id: 279, fromBus id: 91, toBus id: 90, flow2capratio: 0.029672622181876197
Branch id: 186, fromBus id: 63, toBus id: 64, flow2capratio: 0.028554751683006745
Branch id: 1, fromBus id: 2, toBus id: 1, flow2capratio: 0.028514980684937394
Branch id: 220, fromBus id: 24, toBus id: 72, flow2capratio: 0.028242339031856335
Branch id: 202, fromBus id: 65, toBus id: 66, flow2capratio: 0.028108971507567766
Branch id: 188, fromBus id: 64, toBus id: 61, flow2capratio: 0.027658797126353236
Branch id: 292, fromBus id: 94, toBus id: 95, flow2capratio: 0.02722243364655268
Branch id: 145, fromBus id: 53, toBus id: 52, flow2capratio: 0.02658513606456336
Branch id: 29, fromBus id: 12, toBus id: 7, flow2capratio: 0.026242116145475315
Branch id: 158, fromBus id: 56, toBus id: 57, flow2capratio: 0.025890633541427482
Branch id: 122, fromBus id: 45, toBus id: 46, flow2capratio: 0.025679363428707882
Branch id: 63, fromBus id: 25, toBus id: 26, flow2capratio: 0.02552669277539382
Branch id: 31, fromBus id: 13, toBus id: 11, flow2capratio: 0.02472618554328118
Branch id: 275, fromBus id: 90, toBus id: 89, flow2capratio: 0.024328639534917106
Branch id: 328, fromBus id: 103, toBus id: 104, flow2capratio: 0.0241370073664134
Branch id: 26, fromBus id: 3, toBus id: 12, flow2capratio: 0.023853383766983094
Branch id: 189, fromBus id: 61, toBus id: 64, flow2capratio: 0.022476782076450753
Branch id: 329, fromBus id: 104, toBus id: 103, flow2capratio: 0.02239816181976932
Branch id: 283, fromBus id: 92, toBus id: 89, flow2capratio: 0.020021959618282584
Branch id: 200, fromBus id: 62, toBus id: 67, flow2capratio: 0.0180070565590508
Branch id: 282, fromBus id: 89, toBus id: 92, flow2capratio: 0.017572331889473464
Branch id: 27, fromBus id: 12, toBus id: 3, flow2capratio: 0.014839676239679925
Branch id: 19, fromBus id: 11, toBus id: 4, flow2capratio: 0.014836142655724955
Branch id: 183, fromBus id: 62, toBus id: 61, flow2capratio: 0.012937978378580106
Branch id: 242, fromBus id: 78, toBus id: 79, flow2capratio: 0.012755470635342103
Branch id: 185, fromBus id: 59, toBus id: 63, flow2capratio: 0.01099081213091013
Branch id: 335, fromBus id: 105, toBus id: 104, flow2capratio: 0.0
Branch id: 337, fromBus id: 106, toBus id: 105, flow2capratio: 0.0
