Branch id: 0, fromBus id: 1, toBus id: 2, flow2capratio: 0.1424888469424393
Branch id: 332, fromBus id: 100, toBus id: 106, flow2capratio: 0.21812090278278834
Branch id: 333, fromBus id: 106, toBus id: 100, flow2capratio: 0.26275040927447985
Branch id: 334, fromBus id: 104, toBus id: 105, flow2capratio: 0.15708669693645555
Branch id: 335, fromBus id: 105, toBus id: 104, flow2capratio: 0.19442318145538717
Branch id: 336, fromBus id: 105, toBus id: 106, flow2capratio: 0.0884913614535226
Branch id: 337, fromBus id: 106, toBus id: 105, flow2capratio: 0.15787383607761532
Branch id: 338, fromBus id: 105, toBus id: 107, flow2capratio: 0.11803725286390308
Branch id: 339, fromBus id: 107, toBus id: 105, flow2capratio: 0.24112691335805259
Branch id: 340, fromBus id: 105, toBus id: 108, flow2capratio: 0.15787872414856757
Branch id: 341, fromBus id: 108, toBus id: 105, flow2capratio: 0.234023086456623
Branch id: 342, fromBus id: 106, toBus id: 107, flow2capratio: 0.18329349476583748
Branch id: 343, fromBus id: 107, toBus id: 106, flow2capratio: 0.26448785345913006
Branch id: 344, fromBus id: 108, toBus id: 109, flow2capratio: 0.10285432548639516
Branch id: 345, fromBus id: 109, toBus id: 108, flow2capratio: 0.14930506213517233
Branch id: 346, fromBus id: 103, toBus id: 110, flow2capratio: 0.2674692506232511
Branch id: 347, fromBus id: 110, toBus id: 103, flow2capratio: 0.2822508529818142
Branch id: 348, fromBus id: 109, toBus id: 110, flow2capratio: 0.19809597247793348
Branch id: 349, fromBus id: 110, toBus id: 109, flow2capratio: 0.20398745424275597
Branch id: 350, fromBus id: 110, toBus id: 111, flow2capratio: 0.28645001584564356
Branch id: 351, fromBus id: 111, toBus id: 110, flow2capratio: 0.25890714168741424
Branch id: 352, fromBus id: 110, toBus id: 112, flow2capratio: 0.29054271817272104
Branch id: 353, fromBus id: 112, toBus id: 110, flow2capratio: 0.2678840706400925
Branch id: 354, fromBus id: 17, toBus id: 113, flow2capratio: 0.15077635490157815
Branch id: 355, fromBus id: 113, toBus id: 17, flow2capratio: 0.17760656842034198
Branch id: 356, fromBus id: 32, toBus id: 113, flow2capratio: 0.1451952815299141
Branch id: 357, fromBus id: 113, toBus id: 32, flow2capratio: 0.13493173345037848
Branch id: 358, fromBus id: 32, toBus id: 114, flow2capratio: 0.19583363841869303
Branch id: 359, fromBus id: 114, toBus id: 32, flow2capratio: 0.2692806779332829
Branch id: 360, fromBus id: 27, toBus id: 115, flow2capratio: 0.1327831730483373
Branch id: 361, fromBus id: 115, toBus id: 27, flow2capratio: 0.19979833295870855
Branch id: 362, fromBus id: 114, toBus id: 115, flow2capratio: 0.1837809282096286
Branch id: 363, fromBus id: 115, toBus id: 114, flow2capratio: 0.2037921000846349
Branch id: 364, fromBus id: 68, toBus id: 116, flow2capratio: 0.1079540685426035
Branch id: 365, fromBus id: 116, toBus id: 68, flow2capratio: 0.09719453755817323
Branch id: 366, fromBus id: 12, toBus id: 117, flow2capratio: 0.23997295491973994
Branch id: 367, fromBus id: 117, toBus id: 12, flow2capratio: 0.2729870143275474
Branch id: 368, fromBus id: 75, toBus id: 118, flow2capratio: 0.22398814386666077
Branch id: 369, fromBus id: 118, toBus id: 75, flow2capratio: 0.2867523648822001
Branch id: 370, fromBus id: 76, toBus id: 118, flow2capratio: 0.14385371432531766
Branch id: 371, fromBus id: 118, toBus id: 76, flow2capratio: 0.17211529527970487
