Branch id: 236, fromBus id: 69, toBus id: 77, flow2capratio: 0.39321307109850523
Branch id: 313, fromBus id: 97, toBus id: 96, flow2capratio: 0.0
Branch id: 312, fromBus id: 96, toBus id: 97, flow2capratio: 0.0
Branch id: 359, fromBus id: 114, toBus id: 32, flow2capratio: 0.0
Branch id: 358, fromBus id: 32, toBus id: 114, flow2capratio: 0.0
Branch id: 357, fromBus id: 113, toBus id: 32, flow2capratio: 0.0
Branch id: 354, fromBus id: 17, toBus id: 113, flow2capratio: 0.0
Branch id: 352, fromBus id: 110, toBus id: 112, flow2capratio: 0.0
Branch id: 351, fromBus id: 111, toBus id: 110, flow2capratio: 0.0
Branch id: 349, fromBus id: 110, toBus id: 109, flow2capratio: 0.0
Branch id: 345, fromBus id: 109, toBus id: 108, flow2capratio: 0.0
Branch id: 344, fromBus id: 108, toBus id: 109, flow2capratio: 0.0
Branch id: 343, fromBus id: 107, toBus id: 106, flow2capratio: 0.0
Branch id: 341, fromBus id: 108, toBus id: 105, flow2capratio: 0.0
Branch id: 340, fromBus id: 105, toBus id: 108, flow2capratio: 0.0
Branch id: 339, fromBus id: 107, toBus id: 105, flow2capratio: 0.0
Branch id: 338, fromBus id: 105, toBus id: 107, flow2capratio: 0.0
Branch id: 337, fromBus id: 106, toBus id: 105, flow2capratio: 0.0
Branch id: 336, fromBus id: 105, toBus id: 106, flow2capratio: 0.0
Branch id: 371, fromBus id: 118, toBus id: 76, flow2capratio: 0.0
Branch id: 367, fromBus id: 117, toBus id: 12, flow2capratio: 0.0
Branch id: 364, fromBus id: 68, toBus id: 116, flow2capratio: 0.0
Branch id: 363, fromBus id: 115, toBus id: 114, flow2capratio: 0.0
Branch id: 362, fromBus id: 114, toBus id: 115, flow2capratio: 0.0
Branch id: 361, fromBus id: 115, toBus id: 27, flow2capratio: 0.0
Branch id: 360, fromBus id: 27, toBus id: 115, flow2capratio: 0.0
